Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Arch Manning,Texas,QB,2025-06-03,N/A,,Texas,SEC,35
2,1,Cade Klubnik,Clemson,QB,2025-06-03,26,LOS ANGELES RAMS,South Carolina,ACC,35
3,3,LaNorris Sellers,South Carolina,QB,2025-06-03,8,LAS VEGAS RAIDERS,South Carolina,SEC,35
4,4,Caleb Downs,Ohio State,S,2025-06-03,N/A,,Ohio,Big Ten,35
5,2,Kadyn Proctor,Alabama,OT,2025-06-03,2,CLEVELAND BROWNS,Alabama,SEC,35
6,3,T.J. Parker,Clemson,DL,2025-06-03,7,INDIANAPOLIS COLTS,South Carolina,ACC,35
7,2,Garrett Nussmeier,LSU,QB,2025-06-03,1,NEW ORLEANS SAINTS,Louisiana,SEC,35
8,1,Drew Allar,Penn State,QB,2025-06-03,5,NEW YORK JETS,Pennsylvania,Big Ten,35
9,8,Fernando Mendoza,Indiana,QB,2025-06-03,N/A,,Indiana,Big Ten,35
10,7,Peter Woods,Clemson,DL,2025-06-03,N/A,,South Carolina,ACC,35
11,6,Francis Mauigoa,Miami (FL),OT,2025-06-03,6,CAROLINA PANTHERS,Florida,ACC,30
12,8,Keldric Faulk,Auburn,DL,2025-06-03,3,TENNESSEE TITANS,Alabama,SEC,30
13,10,Rueben Bain,Miami (FL),EDGE,2025-06-03,9,CLEVELAND BROWNS,Florida,ACC,30
14,12,Spencer Fano,Utah,OT,2025-06-03,4,NEW YORK GIANTS,Utah,Big 12,30
15,14,Jeremiyah Love,Notre Dame,RB,2025-06-03,15,DALLAS COWBOYS,Indiana,FBS - Independent,30
16,15,Jermod McCoy,Tennessee,CB,2025-06-03,N/A,,Tennessee,SEC,30
17,11,Anthony Hill Jr.,Texas,LB,2025-06-03,N/A,,Texas,SEC,30
18,18,Jordyn Tyson,Arizona State,WR,2025-06-03,21,DENVER BRONCOS,Arizona,Big 12,30
19,17,Caleb Lomu,Utah,OT,2025-06-03,24,SAN FRANCISCO 49ERS,Utah,Big 12,30
20,20,C.J. Allen,Georgia,LB,2025-06-03,N/A,,Georgia,SEC,30
21,10,Isaiah World,Oregon,OT,2025-06-03,25,CINCINNATI BENGALS,Oregon,Big Ten,30
22,18,Avieon Terrell,Clemson,CB,2025-06-03,N/A,,South Carolina,ACC,30
23,18,Caleb Banks,Florida,DL,2025-06-03,N/A,,Florida,SEC,30
24,23,Antonio Williams,Clemson,WR,2025-06-03,11,MIAMI DOLPHINS,South Carolina,ACC,30
25,15,Dani Dennis-Sutton,Penn State,EDGE,2025-06-03,N/A,,Pennsylvania,Big Ten,30
26,26,DJ McKinney,Colorado,CB,2025-06-03,N/A,,Colorado,Big 12,25
27,9,Carnell Tate,Ohio State,WR,2025-06-03,16,PITTSBURGH STEELERS,Ohio,Big Ten,25
28,16,L.T. Overton,Alabama,EDGE,2025-06-03,12,SEATTLE SEAHAWKS,Alabama,SEC,25
29,22,Matayo Uiagalelei,Oregon,EDGE,2025-06-03,N/A,,Oregon,Big Ten,25
30,26,Dillon Thieneman,Oregon,S,2025-06-03,N/A,,Oregon,Big Ten,25
31,30,Sam Leavitt,Arizona State,QB,2025-06-03,N/A,,Arizona,Big 12,25
32,30,Austin Barber,Florida,OT,2025-06-03,14,ARIZONA CARDINALS,Florida,SEC,25
33,31,A.J. Harris,Penn State,CB,2025-06-03,18,MINNESOTA VIKINGS,Pennsylvania,Big Ten,25
34,31,Denzel Boston,Washington,WR,2025-06-03,29,DETROIT LIONS,Washington,Big Ten,25
35,35,Jalon Kilgore,South Carolina,CB,2025-06-03,19,HOUSTON TEXANS,South Carolina,SEC,25
36,14,Nick Singleton,Penn State,RB,2025-06-03,N/A,,Pennsylvania,Big Ten,20
37,28,Eric Singleton Jr.,Auburn,WR,2025-06-03,N/A,,Alabama,SEC,20
38,36,Domani Jackson,Alabama,CB,2025-06-03,23,GREEN BAY PACKERS,Alabama,SEC,20
39,10,Malik Muhammad,Texas,CB,2025-06-03,N/A,,Texas,SEC,20
40,40,Emmanuel Pregnon,Oregon,IOL,2025-06-03,N/A,,Oregon,Big Ten,20
41,35,Will Lee III,Texas A&M,CB,2025-06-03,N/A,,Texas,SEC,20
42,28,Zane Durant,Penn State,DL,2025-06-03,N/A,,Pennsylvania,Big Ten,20
43,43,Tyreak Sapp,Florida,DL,2025-06-03,17,CHICAGO BEARS,Florida,SEC,20
44,41,Kenyon Sadiq,Oregon,TE,2025-06-03,20,TAMPA BAY BUCCANEERS,Oregon,Big Ten,20
45,10,Deontae Lawson,Alabama,LB,2025-06-03,N/A,,Alabama,SEC,20
46,26,Christen Miller,Georgia,DL,2025-06-03,32,PHILADELPHIA EAGLES,Georgia,SEC,20
47,41,Jude Bowry,Boston College,OT,2025-06-03,N/A,,Massachusetts,ACC,20
48,21,Suntarine Perkins,Ole Miss,LB,2025-06-03,N/A,,Mississippi,SEC,20
49,46,Ja'Kobi Lane,USC,WR,2025-06-03,N/A,,California,Big Ten,20
50,4,Harold Perkins,LSU,LB,2025-06-03,N/A,,Louisiana,SEC,20
51,22,Chandler Rivers,Duke,CB,2025-06-03,10,LOS ANGELES RAMS,North Carolina,ACC,20
52,48,Anto Saka,Northwestern,EDGE,2025-06-03,N/A,,Illinois,Big Ten,20
53,11,Blake Miller,Clemson,OT,2025-06-03,N/A,,South Carolina,ACC,20
54,50,Christian Gray,Notre Dame,CB,2025-06-03,N/A,,Indiana,FBS - Independent,20
55,5,Mansoor Delane,LSU,CB,2025-06-03,N/A,,Louisiana,SEC,20
56,2,Nico Iamaleava,UCLA,QB,2025-06-03,N/A,,California,Big Ten,20
57,10,Carson Beck,Miami (FL),QB,2025-06-03,N/A,,Florida,ACC,20
58,52,Trevor Goosby,Texas,OT,2025-06-03,N/A,,Texas,SEC,20
59,25,David Bailey,Stanford,EDGE,2025-06-03,N/A,,California,ACC,20
60,17,Kamari Ramsey,USC,S,2025-06-03,N/A,,California,Big Ten,15
61,23,Zachariah Branch,Georgia,WR,2025-06-03,N/A,,Georgia,SEC,15
62,31,Sonny Styles,Ohio State,LB,2025-06-03,N/A,,Ohio,Big Ten,15
