Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2023-01-23,1,CHICAGO BEARS,Alabama,SEC,35
2,1,Bryce Young,Alabama,QB,2023-01-23,2,HOUSTON TEXANS,Alabama,SEC,35
3,2,Jalen Carter,Georgia,DL,2023-01-23,3,ARIZONA CARDINALS,Georgia,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2023-01-23,4,INDIANAPOLIS COLTS,Ohio,Big Ten,35
5,4,Myles Murphy,Clemson,EDGE,2023-01-23,8,ATLANTA FALCONS,South Carolina,ACC,35
6,6,Will Levis,Kentucky,QB,2023-01-23,First Round,,Kentucky,SEC,35
7,7,Tyree Wilson,Texas Tech,EDGE,2023-01-23,5,SEATTLE SEAHAWKS,Texas,Big 12,35
8,4,Bryan Bresee,Clemson,DL,2023-01-23,6,DETROIT LIONS,South Carolina,ACC,35
9,7,Quentin Johnston,TCU,WR,2023-01-23,11,TENNESSEE TITANS,Texas,Big 12,35
10,5,Paris Johnson Jr.,Ohio State,OT,2023-01-23,7,LAS VEGAS RAIDERS,Ohio,Big Ten,35
11,10,Christian Gonzalez,Oregon,CB,2023-01-23,18,DETROIT LIONS,Oregon,Pac 12,30
12,9,Joey Porter Jr.,Penn State,CB,2023-01-23,10,PHILADELPHIA EAGLES,Pennsylvania,Big Ten,30
13,6,Peter Skoronski,Northwestern,OT,2023-01-23,13,NEW YORK JETS,Illinois,Big Ten,30
14,5,Kelee Ringo,Georgia,CB,2023-01-23,17,PITTSBURGH STEELERS,Georgia,SEC,30
15,7,Jordan Addison,USC,WR,2023-01-23,12,HOUSTON TEXANS,California,Pac 12,30
16,7,Bijan Robinson,Texas,RB,2023-01-23,19,TAMPA BAY BUCCANEERS,Texas,Big 12,30
17,10,Michael Mayer,Notre Dame,TE,2023-01-23,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
18,10,Cam Smith,South Carolina,CB,2023-01-23,14,NEW ENGLAND PATRIOTS,South Carolina,SEC,30
