Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Bryce Young,Alabama,QB,2022-12-02,1,HOUSTON TEXANS,Alabama,SEC,35
2,1,Will Anderson Jr.,Alabama,EDGE,2022-12-02,2,CHICAGO BEARS,Alabama,SEC,35
3,3,Jalen Carter,Georgia,DL,2022-12-02,4,SEATTLE SEAHAWKS,Georgia,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2022-12-02,3,DETROIT LIONS,Ohio,Big Ten,35
5,3,Myles Murphy,Clemson,EDGE,2022-12-02,First Round,,South Carolina,ACC,35
6,4,Kelee Ringo,Georgia,CB,2022-12-02,6,PHILADELPHIA EAGLES,Georgia,SEC,35
7,7,Bryan Bresee,Clemson,DL,2022-12-02,9,LAS VEGAS RAIDERS,South Carolina,ACC,35
8,7,Quentin Johnston,TCU,WR,2022-12-02,8,GREEN BAY PACKERS,Texas,Big 12,35
9,6,Jordan Addison,USC,WR,2022-12-02,10,HOUSTON TEXANS,California,Pac 12,35
10,6,Peter Skoronski,Northwestern,OT,2022-12-02,First Round,,Illinois,Big Ten,35
11,11,Tyree Wilson,Texas Tech,DL,2022-12-02,First Round,,Texas,Big 12,30
12,6,Will Levis,Kentucky,QB,2022-12-02,5,CAROLINA PANTHERS,Kentucky,SEC,30
13,1,Bijan Robinson,Texas,RB,2022-12-02,15,ATLANTA FALCONS,Texas,Big 12,30
14,6,Joey Porter Jr.,Penn State,CB,2022-12-02,12,PITTSBURGH STEELERS,Pennsylvania,Big Ten,30
15,13,Cam Smith,South Carolina,CB,2022-12-02,13,DETROIT LIONS,South Carolina,SEC,30
16,8,Paris Johnson Jr.,Ohio State,OT,2022-12-02,7,ARIZONA CARDINALS,Ohio,Big Ten,30
17,17,Christian Gonzalez,Oregon,CB,2022-12-02,16,SEATTLE SEAHAWKS,Oregon,Pac 12,30
18,9,Michael Mayer,Notre Dame,TE,2022-12-02,11,JACKSONVILLE JAGUARS,Indiana,FBS - Independent,30
19,5,Jaxon Smith-Njigba,Ohio State,WR,2022-12-02,18,NEW ENGLAND PATRIOTS,Ohio,Big Ten,30
20,16,Trenton Simpson,Clemson,LB,2022-12-02,20,WASHINGTON COMMANDERS,South Carolina,ACC,30
21,20,Broderick Jones,Georgia,OT,2022-12-02,27,DALLAS COWBOYS,Georgia,SEC,30
22,6,Kayshon Boutte,LSU,WR,2022-12-02,24,NEW YORK GIANTS,Louisiana,SEC,30
23,13,Isaiah Foskey,Notre Dame,EDGE,2022-12-02,22,NEW YORK JETS,Indiana,FBS - Independent,30
24,24,Jared Verse,Florida State,EDGE,2022-12-02,19,TAMPA BAY BUCCANEERS,Florida,ACC,30
25,2,Jahmyr Gibbs,Alabama,RB,2022-12-02,31,PHILADELPHIA EAGLES,Alabama,SEC,30
26,23,Brian Branch,Alabama,S,2022-12-02,21,BALTIMORE RAVENS,Alabama,SEC,25
27,9,Antonio Johnson,Texas A&M,S,2022-12-02,43,DETROIT LIONS,Texas,SEC,25
28,23,Clark Phillips III,Utah,CB,2022-12-02,34,SEATTLE SEAHAWKS,Utah,Pac 12,25
29,28,O'Cyrus Torrence,Florida,IOL,2022-12-02,28,BUFFALO BILLS,Florida,SEC,25
30,14,Nolan Smith,Georgia,EDGE,2022-12-02,25,DENVER BRONCOS,Georgia,SEC,25
31,31,Jalin Hyatt,Tennessee,WR,2022-12-02,26,TENNESSEE TITANS,Tennessee,SEC,25
32,13,Noah Sewell,Oregon,LB,2022-12-02,50,TAMPA BAY BUCCANEERS,Oregon,Pac 12,25
33,18,Josh Downs,North Carolina,WR,2022-12-02,40,CLEVELAND BROWNS,North Carolina,ACC,25
34,34,Devon Witherspoon,Illinois,CB,2022-12-02,48,NEW ENGLAND PATRIOTS,Illinois,Big Ten,25
35,28,Siaki Ika,Baylor,DL,2022-12-02,33,PITTSBURGH STEELERS,Texas,Big 12,25
36,24,Hendon Hooker,Tennessee,QB,2022-12-02,52,NEW YORK JETS,Tennessee,SEC,20
37,37,Anton Harrison,Oklahoma,OT,2022-12-02,42,PITTSBURGH STEELERS,Oklahoma,Big 12,20
38,27,Darnell Washington,Georgia,TE,2022-12-02,36,NEW ORLEANS SAINTS,Georgia,SEC,20
39,30,Gervon Dexter,Florida,DL,2022-12-02,17,LOS ANGELES CHARGERS,Florida,SEC,20
40,24,Felix Anudike-Uzomah,Kansas State,EDGE,2022-12-02,30,KANSAS CITY CHIEFS,Kansas,Big 12,20
41,35,Drew Sanders,Arkansas,LB,2022-12-02,49,SEATTLE SEAHAWKS,Arkansas,SEC,20
42,10,Eli Ricks,Alabama,CB,2022-12-02,First Round,,Alabama,SEC,20
43,15,Anthony Richardson,Florida,QB,2022-12-02,14,INDIANAPOLIS COLTS,Florida,SEC,20
44,20,B.J. Ojulari,LSU,EDGE,2022-12-02,29,MINNESOTA VIKINGS,Louisiana,SEC,20
45,19,Henry To'oto'o,Alabama,LB,2022-12-02,47,LOS ANGELES CHARGERS,Alabama,SEC,20
46,41,Jaquelin Roy,LSU,DL,2022-12-02,First Round,,Louisiana,SEC,20
47,47,John Michael Schmitz,Minnesota,IOL,2022-12-02,60,MIAMI DOLPHINS,Minnesota,Big Ten,20
48,23,Andre Carter II,Army,EDGE,2022-12-02,46,ATLANTA FALCONS,Kansas,FBS - Independent,20
49,23,Jaelyn Duncan,Maryland,OT,2022-12-02,23,CINCINNATI BENGALS,Maryland,Big Ten,20
50,33,Rashee Rice,SMU,WR,2022-12-02,32,HOUSTON TEXANS,Texas,FBS - AAC,20
51,51,Kris Abrams-Draine,Missouri,CB,2022-12-02,63,PHILADELPHIA EAGLES,Missouri,SEC,20
52,37,Emmanuel Forbes,Mississippi State,CB,2022-12-02,37,ARIZONA CARDINALS,Mississippi,SEC,20
53,37,Dawand Jones,Ohio State,OT,2022-12-02,First Round,,Ohio,Big Ten,20
54,24,Brandon Joseph,Notre Dame,S,2022-12-02,53,CINCINNATI BENGALS,Indiana,FBS - Independent,20
55,35,Garrett Williams,Syracuse,CB,2022-12-02,44,LAS VEGAS RAIDERS,New York,ACC,20
56,17,Jordan Battle,Alabama,S,2022-12-02,58,BUFFALO BILLS,Alabama,SEC,20
57,36,Devon Achane,Texas A&M,RB,2022-12-02,First Round,,Texas,SEC,20
58,31,Tanner McKee,Stanford,QB,2022-12-02,First Round,,California,Pac 12,20
59,48,Cody Mauch,North Dakota State,OT,2022-12-02,First Round,,North Dakota,FCS,20
60,30,Zach Harrison,Ohio State,EDGE,2022-12-02,64,HOUSTON TEXANS,Ohio,Big Ten,15
61,61,D.J. Turner,Michigan,CB,2022-12-02,First Round,,Michigan,Big Ten,15
62,24,Derick Hall,Auburn,EDGE,2022-12-02,62,KANSAS CITY CHIEFS,Alabama,SEC,15
63,42,J.L. Skinner,Boise State,S,2022-12-02,First Round,,Idaho,FBS - Mountain West,15
64,44,Tuli Tuipulotu,USC,DL,2022-12-02,First Round,,California,Pac 12,15
65,44,Mazi Smith,Michigan,DL,2022-12-02,41,JACKSONVILLE JAGUARS,Michigan,Big Ten,15
66,36,Blake Corum,Michigan,RB,2022-12-02,,,Michigan,Big Ten,15
67,56,Dalton Kincaid,Utah,TE,2022-12-02,,,Utah,Pac 12,15
68,62,Luke Musgrave,Oregon State,TE,2022-12-02,,,Oregon,Pac 12,15
69,31,Cedric Tillman,Tennessee,WR,2022-12-02,54,NEW YORK GIANTS,Tennessee,SEC,15
70,56,Chris Smith II,Georgia,S,2022-12-02,,,Georgia,SEC,15
71,41,Zay Flowers,Boston College,WR,2022-12-02,,,Massachusetts,ACC,10
72,57,Tre'Vius Hodges-Tomlinson,TCU,CB,2022-12-02,,,Texas,Big 12,10
73,39,Darnell Wright,Tennessee,OT,2022-12-02,,,Tennessee,SEC,10
74,42,Andrew Vorhees,USC,IOL,2022-12-02,45,INDIANAPOLIS COLTS,California,Pac 12,10
75,44,Jack Campbell,Iowa,LB,2022-12-02,,,Iowa,Big Ten,10
76,57,Sedrick Van Pran,Georgia,IOL,2022-12-02,,,Georgia,SEC,10
77,42,Parker Washington,Penn State,WR,2022-12-02,,,Pennsylvania,Big Ten,10
