Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2023-01-15,1,CHICAGO BEARS,Alabama,SEC,35
2,1,Jalen Carter,Georgia,DL,2023-01-15,3,ARIZONA CARDINALS,Georgia,SEC,35
3,1,Bryce Young,Alabama,QB,2023-01-15,2,HOUSTON TEXANS,Alabama,SEC,35
4,1,C.J. Stroud,Ohio State,QB,2023-01-15,4,INDIANAPOLIS COLTS,Ohio,Big Ten,35
5,4,Myles Murphy,Clemson,EDGE,2023-01-15,5,SEATTLE SEAHAWKS,South Carolina,ACC,35
6,6,Will Levis,Kentucky,QB,2023-01-15,7,LAS VEGAS RAIDERS,Kentucky,SEC,35
7,7,Tyree Wilson,Texas Tech,EDGE,2023-01-15,8,ATLANTA FALCONS,Texas,Big 12,35
8,5,Bryan Bresee,Clemson,DL,2023-01-15,6,DETROIT LIONS,South Carolina,ACC,35
9,5,Kelee Ringo,Georgia,CB,2023-01-15,10,PHILADELPHIA EAGLES,Georgia,SEC,35
10,7,Quentin Johnston,TCU,WR,2023-01-15,12,HOUSTON TEXANS,Texas,Big 12,35
11,5,Paris Johnson Jr.,Ohio State,OT,2023-01-15,11,TENNESSEE TITANS,Ohio,Big Ten,30
12,7,Bijan Robinson,Texas,RB,2023-01-15,19,TAMPA BAY BUCCANEERS,Texas,Big 12,30
13,7,Jordan Addison,USC,WR,2023-01-15,14,NEW ENGLAND PATRIOTS,California,Pac 12,30
14,8,Peter Skoronski,Northwestern,OT,2023-01-15,First Round,,Illinois,Big Ten,30
15,9,Christian Gonzalez,Oregon,CB,2023-01-15,16,WASHINGTON COMMANDERS,Oregon,Pac 12,30
16,11,Cam Smith,South Carolina,CB,2023-01-15,21,JACKSONVILLE JAGUARS,South Carolina,SEC,30
17,9,Joey Porter Jr.,Penn State,CB,2023-01-15,17,PITTSBURGH STEELERS,Pennsylvania,Big Ten,30
18,10,Michael Mayer,Notre Dame,TE,2023-01-15,15,GREEN BAY PACKERS,Indiana,FBS - Independent,30
19,4,Jaxon Smith-Njigba,Ohio State,WR,2023-01-15,22,NEW YORK GIANTS,Ohio,Big Ten,30
20,20,Anthony Richardson,Florida,QB,2023-01-15,9,CAROLINA PANTHERS,Florida,SEC,30
21,19,Brian Branch,Alabama,S,2023-01-15,18,DETROIT LIONS,Alabama,SEC,30
22,14,Broderick Jones,Georgia,OT,2023-01-15,13,NEW YORK JETS,Georgia,SEC,30
23,16,Trenton Simpson,Clemson,LB,2023-01-15,20,SEATTLE SEAHAWKS,South Carolina,ACC,30
24,21,O'Cyrus Torrence,Florida,IOL,2023-01-15,29,BUFFALO BILLS,Florida,SEC,30
25,25,Devon Witherspoon,Illinois,CB,2023-01-15,25,DALLAS COWBOYS,Illinois,Big Ten,30
26,23,Clark Phillips III,Utah,CB,2023-01-15,23,BALTIMORE RAVENS,Utah,Pac 12,25
27,9,Antonio Johnson,Texas A&M,S,2023-01-15,First Round,,Texas,SEC,25
28,17,Nolan Smith,Georgia,EDGE,2023-01-15,34,ARIZONA CARDINALS,Georgia,SEC,25
29,14,Isaiah Foskey,Notre Dame,EDGE,2023-01-15,First Round,,Indiana,FBS - Independent,25
30,18,Jahmyr Gibbs,Alabama,RB,2023-01-15,31,PHILADELPHIA EAGLES,Alabama,SEC,25
31,31,Anton Harrison,Oklahoma,OT,2023-01-15,26,CINCINNATI BENGALS,Oklahoma,Big 12,25
32,23,B.J. Ojulari,LSU,EDGE,2023-01-15,27,MINNESOTA VIKINGS,Louisiana,SEC,25
33,29,Jalin Hyatt,Tennessee,WR,2023-01-15,24,LOS ANGELES CHARGERS,Tennessee,SEC,25
34,26,Siaki Ika,Baylor,DL,2023-01-15,32,PITTSBURGH STEELERS,Texas,Big 12,25
35,28,Josh Downs,North Carolina,WR,2023-01-15,46,NEW ENGLAND PATRIOTS,North Carolina,ACC,25
36,30,Dawand Jones,Ohio State,OT,2023-01-15,45,GREEN BAY PACKERS,Ohio,Big Ten,20
37,34,Drew Sanders,Arkansas,LB,2023-01-15,28,DENVER BRONCOS,Arkansas,SEC,20
38,21,Andre Carter II,Army,EDGE,2023-01-15,41,TENNESSEE TITANS,Kansas,FBS - Independent,20
39,17,Noah Sewell,Oregon,LB,2023-01-15,38,LAS VEGAS RAIDERS,Oregon,Pac 12,20
40,23,Felix Anudike-Uzomah,Kansas State,EDGE,2023-01-15,33,HOUSTON TEXANS,Kansas,Big 12,20
41,37,Zay Flowers,Boston College,WR,2023-01-15,54,NEW YORK GIANTS,Massachusetts,ACC,20
42,41,Tuli Tuipulotu,USC,DL,2023-01-15,43,NEW YORK JETS,California,Pac 12,20
43,25,Gervon Dexter,Florida,DL,2023-01-15,37,SEATTLE SEAHAWKS,Florida,SEC,20
44,32,Emmanuel Forbes,Mississippi State,CB,2023-01-15,36,LOS ANGELES RAMS,Mississippi,SEC,20
45,7,Kayshon Boutte,LSU,WR,2023-01-15,35,INDIANAPOLIS COLTS,Louisiana,SEC,20
46,26,Derick Hall,Auburn,EDGE,2023-01-15,44,ATLANTA FALCONS,Alabama,SEC,20
47,31,Tanner McKee,Stanford,QB,2023-01-15,50,TAMPA BAY BUCCANEERS,California,Pac 12,20
