Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Aidan Hutchinson,Michigan,EDGE,2021-12-31,1,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
2,1,Kayvon Thibodeaux,Oregon,EDGE,2021-12-31,2,DETROIT LIONS,Oregon,Pac 12,35
3,3,Evan Neal,Alabama,OT,2021-12-31,3,HOUSTON TEXANS,Alabama,SEC,35
4,3,Derek Stingley Jr.,LSU,CB,2021-12-31,4,NEW YORK JETS,Louisiana,SEC,35
5,5,Kyle Hamilton,Notre Dame,S,2021-12-31,6,NEW YORK JETS,Indiana,FBS - Independent,35
6,6,George Karlaftis,Purdue,EDGE,2021-12-31,5,NEW YORK GIANTS,Indiana,Big Ten,35
7,7,Ikem Ekwonu,NC State,OT,2021-12-31,18,BALTIMORE RAVENS,North Carolina,ACC,35
8,8,Charles Cross,Mississippi State,OT,2021-12-31,8,NEW YORK GIANTS,Mississippi,SEC,35
9,7,Tyler Linderbaum,Iowa,IOL,2021-12-31,20,PHILADELPHIA EAGLES,Iowa,Big Ten,35
10,9,DeMarvin Leal,Texas A&M,DL,2021-12-31,Possible 1st round pick,No Consensus Available,Texas,SEC,35
11,9,Kenyon Green,Texas A&M,IOL,2021-12-31,17,LAS VEGAS RAIDERS,Texas,SEC,30
12,8,Andrew Booth Jr.,Clemson,CB,2021-12-31,12,MINNESOTA VIKINGS,South Carolina,ACC,30
13,1,Devin Lloyd,Utah,LB,2021-12-31,11,DENVER BRONCOS,Utah,Pac 12,30
14,7,Kenny Pickett,Pitt,QB,2021-12-31,7,CAROLINA PANTHERS,Pennsylvania,ACC,30
15,11,Garrett Wilson,Ohio State,WR,2021-12-31,14,CLEVELAND BROWNS,Ohio,Big Ten,30
16,8,Matt Corral,Ole Miss,QB,2021-12-31,9,WASHINGTON FOOTBALL TEAM,Mississippi,SEC,30
17,16,Ahmad Gardner,Cincinnati,CB,2021-12-31,19,PHILADELPHIA EAGLES,Ohio,FBS - AAC,30
18,12,Jordan Davis,Georgia,DL,2021-12-31,16,LOS ANGELES CHARGERS,Georgia,SEC,30
19,17,Jameson Williams,Alabama,WR,2021-12-31,13,NEW ORLEANS SAINTS,Alabama,SEC,30
20,14,Kaiir Elam,Florida,CB,2021-12-31,27,TAMPA BAY BUCCANEERS,Florida,SEC,30
21,18,Treylon Burks,Arkansas,WR,2021-12-31,31,KANSAS CITY CHIEFS,Arkansas,SEC,30
22,20,David Ojabo,Michigan,EDGE,2021-12-31,10,ATLANTA FALCONS,Michigan,Big Ten,30
23,23,Drake London,USC,WR,2021-12-31,23,PHILADELPHIA EAGLES,California,Pac 12,30
24,13,Chris Olave,Ohio State,WR,2021-12-31,22,NEW ENGLAND PATRIOTS,Ohio,Big Ten,30
25,2,Trevor Penning,Northern Iowa,OT,2021-12-31,21,MIAMI DOLPHINS,Iowa,FCS,30
26,22,Nakobe Dean,Georgia,LB,2021-12-31,29,TENNESSEE TITANS,Georgia,SEC,25
27,4,Jahan Dotson,Penn State,WR,2021-12-31,Possible 1st round pick,No Consensus Available,Pennsylvania,Big Ten,25
28,24,Sam Howell,North Carolina,QB,2021-12-31,15,PITTSBURGH STEELERS,North Carolina,ACC,25
29,1,Malik Willis,Liberty,QB,2021-12-31,28,DETROIT LIONS,Virginia,FCS,25
30,29,Trent McDuffie,Washington,CB,2021-12-31,25,BUFFALO BILLS,Washington,Pac 12,25
31,5,Roger McCreary,Auburn,CB,2021-12-31,24,ARIZONA CARDINALS,Alabama,SEC,25
32,1,Carson Strong,Nevada,QB,2021-12-31,Possible 1st round pick,No Consensus Available,Nevada,FBS - Mountain West,25
33,30,Daxton Hill,Michigan,S,2021-12-31,30,DALLAS COWBOYS,Michigan,Big Ten,25
34,2,Kingsley Enagbare,South Carolina,EDGE,2021-12-31,,,South Carolina,SEC,25
35,29,Drake Jackson,USC,EDGE,2021-12-31,,,California,Pac 12,25
36,2,Desmond Ridder,Cincinnati,QB,2021-12-31,,,Ohio,FBS - AAC,20
37,1,Darian Kinnard,Kentucky,OT,2021-12-31,26,CINCINNATI BENGALS,Kentucky,SEC,20
38,7,Jaquan Brisker,Penn State,S,2021-12-31,,,Pennsylvania,Big Ten,20
39,33,Jordan Battle,Alabama,S,2021-12-31,,,Alabama,SEC,20
40,35,Nicholas Petit-Frere,Ohio State,OT,2021-12-31,,,Ohio,Big Ten,20
41,41,Breece Hall,Iowa State,RB,2021-12-31,,,Iowa,Big 12,20
42,3,Myjai Sanders,Cincinnati,EDGE,2021-12-31,,,Ohio,FBS - AAC,20
43,18,Trey McBride,Colorado State,TE,2021-12-31,,,Colorado,FBS - Mountain West,20
44,43,Nik Bonitto,Oklahoma,EDGE,2021-12-31,,,Oklahoma,Big 12,20
45,45,Travon Walker,Georgia,DL,2021-12-31,,,Georgia,SEC,20
46,16,Jermaine Johnson,Florida State,EDGE,2021-12-31,,,Florida,ACC,20
47,8,Zion Johnson,Boston College,IOL,2021-12-31,,,Massachusetts,ACC,20
48,43,Jalen Wydermyer,Texas A&M,TE,2021-12-31,,,Texas,SEC,20
49,46,Sean Rhyan,UCLA,OT,2021-12-31,,,California,Pac 12,20
50,45,Kenneth Walker III,Michigan State,RB,2021-12-31,,,Michigan,Big Ten,20
51,47,Isaiah Spiller,Texas A&M,RB,2021-12-31,,,Texas,SEC,20
52,52,Christian Harris,Alabama,LB,2021-12-31,,,Alabama,SEC,20
53,38,Bernhard Raimann,Central Michigan,OT,2021-12-31,,,Michigan,FBS - MAC,20
54,54,Lewis Cine,Georgia,S,2021-12-31,,,Georgia,SEC,20
55,55,David Bell,Purdue,WR,2021-12-31,32,GREEN BAY PACKERS,Indiana,Big Ten,20
56,48,George Pickens,Georgia,WR,2021-12-31,,,Georgia,SEC,20
57,42,Jaxson Kirkland,Washington,OT,2021-12-31,,,Washington,Pac 12,20
58,54,Martin Emerson,Mississippi State,CB,2021-12-31,,,Mississippi,SEC,20
59,21,Devonte Wyatt,Georgia,DL,2021-12-31,,,Georgia,SEC,20
60,1,Derion Kendrick,Georgia,CB,2021-12-31,,,Georgia,SEC,15
61,52,Thayer Munford,Ohio State,IOL,2021-12-31,,,Ohio,Big Ten,15
62,41,Brandon Smith,Penn State,LB,2021-12-31,,,Pennsylvania,Big Ten,15
63,9,Daniel Faalele,Minnesota,OT,2021-12-31,,,Minnesota,Big Ten,15
64,4,Perrion Winfrey,Oklahoma,DL,2021-12-31,,,Oklahoma,Big 12,15
65,57,John Metchie III,Alabama,WR,2021-12-31,,,Alabama,SEC,15
66,13,Arnold Ebiketie,Penn State,EDGE,2021-12-31,,,Pennsylvania,Big Ten,15
67,9,Jalen Tolbert,South Alabama,WR,2021-12-31,,,Alabama,FBS - Sun Belt,15
68,65,Brandon Joseph,Northwestern,S,2021-12-31,,,Illinois,Big Ten,15
69,69,Kyren Williams,Notre Dame,RB,2021-12-31,,,Indiana,FBS - Independent,15
70,61,Zach Harrison,Ohio State,EDGE,2021-12-31,,,Ohio,Big Ten,15
71,70,Kyler Gordon,Washington,CB,2021-12-31,,,Washington,Pac 12,10
72,71,Josh Jobe,Alabama,CB,2021-12-31,,,Alabama,SEC,10
73,5,Romeo Doubs,Nevada,WR,2021-12-31,,,Nevada,FBS - Mountain West,10
74,16,Jamaree Salyer,Georgia,IOL,2021-12-31,,,Georgia,SEC,10
75,9,Travis Jones,UConn,DL,2021-12-31,,,Connecticut,FBS - AAC,10
76,17,Charlie Kolar,Iowa State,TE,2021-12-31,,,Iowa,Big 12,10
77,39,Logan Hall,Houston,DL,2021-12-31,,,Texas,FBS - AAC,10
78,38,Cameron Thomas,San Diego State,EDGE,2021-12-31,,,California,FBS - Mountain West,10
79,59,Zion Nelson,Miami (FL),OT,2021-12-31,,,Florida,ACC,10
80,4,Abraham Lucas,Washington State,OT,2021-12-31,,,Washington,Pac 12,10
81,79,Zach Charbonnet,UCLA,RB,2021-12-31,,,California,Pac 12,10
82,72,Wan'Dale Robinson,Kentucky,WR,2021-12-31,,,Kentucky,SEC,10
83,17,Phidarian Mathis,Alabama,DL,2021-12-31,,,Alabama,SEC,10
84,25,Chad Muma,Wyoming,LB,2021-12-31,,,Wyoming,FBS - Mountain West,10
85,73,Henry To'oto'o,Alabama,LB,2021-12-31,,,Alabama,SEC,10
86,9,Haskell Garrett,Ohio State,DL,2021-12-31,,,Ohio,Big Ten,10
87,61,Justyn Ross,Clemson,WR,2021-12-31,,,South Carolina,ACC,10
88,32,Coby Bryant,Cincinnati,CB,2021-12-31,,,Ohio,FBS - AAC,10
89,8,Isaiah Likely,Coastal Carolina,TE,2021-12-31,,,South Carolina,FCS,10
90,35,Rachaad White,Arizona State,RB,2021-12-31,,,Arizona,Pac 12,10
91,12,Jeremy Ruckert,Ohio State,TE,2021-12-31,,,Ohio,Big Ten,10
92,14,Khalil Shakir,Boise State,WR,2021-12-31,,,Idaho,FBS - Mountain West,10
93,72,Mykael Wright,Oregon,CB,2021-12-31,,,Oregon,Pac 12,10
94,94,Sam Williams,Ole Miss,EDGE,2021-12-31,,,Mississippi,SEC,10
95,19,Damone Clark,LSU,LB,2021-12-31,,,Louisiana,SEC,10
96,84,Cade Otton,Washington,TE,2021-12-31,,,Washington,Pac 12,10
97,90,Jalen Pitre,Baylor,S,2021-12-31,,,Texas,Big 12,10
98,12,Ed Ingram,LSU,IOL,2021-12-31,,,Louisiana,SEC,10
99,85,Brenton Cox Jr.,Florida,EDGE,2021-12-31,,,Florida,SEC,10
100,72,Alec Pierce,Cincinnati,WR,2021-12-31,,,Ohio,FBS - AAC,10
101,100,Alec Lindstrom,Boston College,IOL,2021-12-31,,,Massachusetts,ACC,8
102,77,Bailey Zappe,Western Kentucky,QB,2021-12-31,,,Kentucky,FBS - CUSA,8
103,103,Nolan Smith,Georgia,EDGE,2021-12-31,,,Georgia,SEC,8
104,93,Tyler Davis,Clemson,DL,2021-12-31,,,South Carolina,ACC,8
105,105,Zamir White,Georgia,RB,2021-12-31,,,Georgia,SEC,8
106,23,Cole Turner,Nevada,TE,2021-12-31,,,Nevada,FBS - Mountain West,8
