Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Kayvon Thibodeaux,Oregon,EDGE,2021-10-10,Possible 1st round pick,No Consensus Available,Oregon,Pac 12,35
2,2,Evan Neal,Alabama,OT,2021-10-10,1,JACKSONVILLE JAGUARS,Alabama,SEC,35
3,3,Kyle Hamilton,Notre Dame,S,2021-10-10,4,PHILADELPHIA EAGLES,Indiana,FBS - Independent,35
4,2,Derek Stingley Jr.,LSU,CB,2021-10-10,3,NEW YORK JETS,Louisiana,SEC,35
5,5,DeMarvin Leal,Texas A&M,DL,2021-10-10,6,NEW ENGLAND PATRIOTS,Texas,SEC,35
6,6,Kenyon Green,Texas A&M,IOL,2021-10-10,10,NEW YORK GIANTS,Texas,SEC,35
7,6,Kaiir Elam,Florida,CB,2021-10-10,7,PHILADELPHIA EAGLES,Florida,SEC,35
8,8,Andrew Booth Jr.,Clemson,CB,2021-10-10,17,KANSAS CITY CHIEFS,South Carolina,ACC,35
9,9,George Karlaftis,Purdue,EDGE,2021-10-10,11,MINNESOTA VIKINGS,Indiana,Big Ten,35
10,9,Aidan Hutchinson,Michigan,EDGE,2021-10-10,9,PHILADELPHIA EAGLES,Michigan,Big Ten,35
11,10,Malik Willis,Liberty,QB,2021-10-10,5,ATLANTA FALCONS,Virginia,FCS,30
12,1,Drake Jackson,USC,EDGE,2021-10-10,16,NEW YORK GIANTS,California,Pac 12,30
13,9,Chris Olave,Ohio State,WR,2021-10-10,15,NEW ORLEANS SAINTS,Ohio,Big Ten,30
14,14,Matt Corral,Ole Miss,QB,2021-10-10,Possible 1st round pick,No Consensus Available,Mississippi,SEC,30
15,11,Garrett Wilson,Ohio State,WR,2021-10-10,18,CLEVELAND BROWNS,Ohio,Big Ten,30
16,15,Tyler Linderbaum,Iowa,IOL,2021-10-10,14,MIAMI DOLPHINS,Iowa,Big Ten,30
17,1,Spencer Rattler,Oklahoma,QB,2021-10-10,20,WASHINGTON FOOTBALL TEAM,Oklahoma,Big 12,30
18,15,Carson Strong,Nevada,QB,2021-10-10,8,HOUSTON TEXANS,Nevada,FBS - Mountain West,30
19,2,Sam Howell,North Carolina,QB,2021-10-10,2,DETROIT LIONS,North Carolina,ACC,30
