Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Cameron Ward,Miami (FL),QB,2025-04-05,1,TENNESSEE TITANS,Florida,ACC,35
2,1,Abdul Carter,Penn State,EDGE,2025-04-05,2,CLEVELAND BROWNS,Pennsylvania,Big Ten,35
3,1,Travis Hunter,Colorado,CB,2025-04-05,3,NEW YORK GIANTS,Colorado,Big 12,35
4,1,Shedeur Sanders,Colorado,QB,2025-04-05,N/A,,Colorado,Big 12,35
5,4,Mason Graham,Michigan,DL,2025-04-05,5,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
6,6,Ashton Jeanty,Boise State,RB,2025-04-05,6,LAS VEGAS RAIDERS,Idaho,FBS - Mountain West,35
7,5,Will Campbell,LSU,OT,2025-04-05,4,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
8,7,Armand Membou,Missouri,OT,2025-04-05,7,NEW YORK JETS,Missouri,SEC,35
9,9,Tyler Warren,Penn State,TE,2025-04-05,10,CHICAGO BEARS,Pennsylvania,Big Ten,35
10,5,Tetairoa McMillan,Arizona,WR,2025-04-05,12,DALLAS COWBOYS,Arizona,Big 12,35
11,11,Jalon Walker,Georgia,EDGE,2025-04-05,8,CAROLINA PANTHERS,Georgia,SEC,30
12,5,Will Johnson,Michigan,CB,2025-04-05,9,NEW ORLEANS SAINTS,Michigan,Big Ten,30
13,12,Shemar Stewart,Texas A&M,EDGE,2025-04-05,15,ATLANTA FALCONS,Texas,SEC,30
14,9,Kelvin Banks,Texas,OT,2025-04-05,13,MIAMI DOLPHINS,Texas,SEC,30
15,10,Mykel Williams,Georgia,EDGE,2025-04-05,16,ARIZONA CARDINALS,Georgia,SEC,30
16,16,Jahdae Barron,Texas,CB,2025-04-05,11,SAN FRANCISCO 49ERS,Texas,SEC,30
17,17,Jihaad Campbell,Alabama,LB,2025-04-05,19,TAMPA BAY BUCCANEERS,Alabama,SEC,30
18,14,Mike Green,Marshall,EDGE,2025-04-05,17,CINCINNATI BENGALS,West Virginia,FBS - CUSA,30
19,17,Colston Loveland,Michigan,TE,2025-04-05,14,INDIANAPOLIS COLTS,Michigan,Big Ten,30
20,19,Matthew Golden,Texas,WR,2025-04-05,18,SEATTLE SEAHAWKS,Texas,SEC,30
21,10,Malaki Starks,Georgia,S,2025-04-05,27,BALTIMORE RAVENS,Georgia,SEC,30
22,17,Kenneth Grant,Michigan,DL,2025-04-05,22,LOS ANGELES CHARGERS,Michigan,Big Ten,30
23,23,Nick Emmanwori,South Carolina,S,2025-04-05,24,MINNESOTA VIKINGS,South Carolina,SEC,30
24,24,Omarion Hampton,North Carolina,RB,2025-04-05,20,DENVER BRONCOS,North Carolina,ACC,30
25,13,James Pearce Jr.,Tennessee,EDGE,2025-04-05,29,WASHINGTON COMMANDERS,Tennessee,SEC,30
26,16,Josh Simmons,Ohio State,OT,2025-04-05,25,HOUSTON TEXANS,Ohio,Big Ten,25
27,20,Tyler Booker,Alabama,IOL,2025-04-05,N/A,,Alabama,SEC,25
28,23,Derrick Harmon,Oregon,DL,2025-04-05,30,BUFFALO BILLS,Oregon,Big Ten,25
29,18,Walter Nolen,Ole Miss,DL,2025-04-05,32,PHILADELPHIA EAGLES,Mississippi,SEC,25
30,30,Jaxson Dart,Ole Miss,QB,2025-04-05,21,PITTSBURGH STEELERS,Mississippi,SEC,25
31,30,Grey Zabel,North Dakota State,IOL,2025-04-05,31,KANSAS CITY CHIEFS,North Dakota,FCS,25
32,31,Donovan Ezeiruaku,Boston College,EDGE,2025-04-05,28,DETROIT LIONS,Massachusetts,ACC,25
33,20,Emeka Egbuka,Ohio State,WR,2025-04-05,26,LOS ANGELES RAMS,Ohio,Big Ten,25
34,11,Luther Burden,Missouri,WR,2025-04-05,N/A,,Missouri,SEC,25
35,35,Maxwell Hairston,Kentucky,CB,2025-04-05,N/A,,Kentucky,SEC,25
36,27,Josh Conerly Jr.,Oregon,OT,2025-04-05,N/A,,Oregon,Big Ten,20
37,34,Donovan Jackson,Ohio State,IOL,2025-04-05,N/A,,Ohio,Big Ten,20
38,15,Nic Scourton,Texas A&M,EDGE,2025-04-05,N/A,,Texas,SEC,20
39,18,Shavon Revel Jr.,East Carolina,CB,2025-04-05,23,GREEN BAY PACKERS,North Carolina,FBS - AAC,20
40,39,Azareye'h Thomas,Florida State,CB,2025-04-05,N/A,,Florida,ACC,20
41,40,Trey Amos,Ole Miss,CB,2025-04-05,N/A,,Mississippi,SEC,20
42,42,TreVeyon Henderson,Ohio State,RB,2025-04-05,N/A,,Ohio,Big Ten,20
43,18,Aireontae Ersery,Minnesota,OT,2025-04-05,N/A,,Minnesota,Big Ten,20
44,31,Tyleik Williams,Ohio State,DL,2025-04-05,N/A,,Ohio,Big Ten,20
45,18,Jalen Milroe,Alabama,QB,2025-04-05,N/A,,Alabama,SEC,20
46,32,Landon Jackson,Arkansas,EDGE,2025-04-05,N/A,,Arkansas,SEC,20
47,22,Benjamin Morrison,Notre Dame,CB,2025-04-05,N/A,,Indiana,FBS - Independent,20
48,41,Darius Alexander,Toledo,DL,2025-04-05,N/A,,Ohio,FBS - MAC,20
49,39,J.T. Tuimoloau,Ohio State,EDGE,2025-04-05,N/A,,Ohio,Big Ten,20
50,46,Xavier Watts,Notre Dame,S,2025-04-05,N/A,,Indiana,FBS - Independent,20
51,49,Quinshon Judkins,Ohio State,RB,2025-04-05,N/A,,Ohio,Big Ten,20
52,35,Jack Sawyer,Ohio State,EDGE,2025-04-05,N/A,,Ohio,Big Ten,20
53,49,Mason Taylor,LSU,TE,2025-04-05,N/A,,Louisiana,SEC,20
54,51,Jayden Higgins,Iowa State,WR,2025-04-05,N/A,,Iowa,Big 12,20
55,37,Princely Umanmielen,Ole Miss,EDGE,2025-04-05,N/A,,Mississippi,SEC,20
56,49,Carson Schwesinger,UCLA,LB,2025-04-05,N/A,,California,Big Ten,20
57,41,Tre Harris,Ole Miss,WR,2025-04-05,N/A,,Mississippi,SEC,20
58,46,Elic Ayomanor,Stanford,WR,2025-04-05,N/A,,California,ACC,20
59,42,Kaleb Johnson,Iowa,RB,2025-04-05,N/A,,Iowa,Big Ten,20
60,53,Darien Porter,Iowa State,CB,2025-04-05,N/A,,Iowa,Big 12,15
61,46,Marcus Mbow,Purdue,IOL,2025-04-05,N/A,,Indiana,Big Ten,15
62,54,Alfred Collins,Texas,DL,2025-04-05,N/A,,Texas,SEC,15
63,34,Jonah Savaiinaea,Arizona,IOL,2025-04-05,N/A,,Arizona,Big 12,15
64,61,Jack Bech,TCU,WR,2025-04-05,N/A,,Texas,Big 12,15
65,45,T.J. Sanders,South Carolina,DL,2025-04-05,,,South Carolina,SEC,15
66,55,Elijah Arroyo,Miami (FL),TE,2025-04-05,,,Florida,ACC,15
67,61,Tate Ratledge,Georgia,IOL,2025-04-05,,,Georgia,SEC,15
68,68,Bradyn Swinson,LSU,EDGE,2025-04-05,,,Louisiana,SEC,15
