Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Cameron Ward,Miami (FL),QB,2025-02-28,2,CLEVELAND BROWNS,Florida,ACC,35
2,2,Abdul Carter,Penn State,EDGE,2025-02-28,1,TENNESSEE TITANS,Pennsylvania,Big Ten,35
3,1,Travis Hunter,Colorado,CB,2025-02-28,N/A,,Colorado,Big 12,35
4,1,Shedeur Sanders,Colorado,QB,2025-02-28,3,NEW YORK GIANTS,Colorado,Big 12,35
5,4,Mason Graham,Michigan,DL,2025-02-28,5,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
6,5,Will Campbell,LSU,OT,2025-02-28,4,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
7,4,Tetairoa McMillan,Arizona,WR,2025-02-28,6,LAS VEGAS RAIDERS,Arizona,Big 12,35
8,4,Will Johnson,Michigan,CB,2025-02-28,9,NEW ORLEANS SAINTS,Michigan,Big Ten,35
9,9,Ashton Jeanty,Boise State,RB,2025-02-28,12,DALLAS COWBOYS,Idaho,FBS - Mountain West,35
10,10,Tyler Warren,Penn State,TE,2025-02-28,7,NEW YORK JETS,Pennsylvania,Big Ten,35
11,6,Kelvin Banks,Texas,OT,2025-02-28,10,CHICAGO BEARS,Texas,SEC,30
12,10,Mykel Williams,Georgia,EDGE,2025-02-28,N/A,,Georgia,SEC,30
13,12,Jalon Walker,Georgia,EDGE,2025-02-28,8,CAROLINA PANTHERS,Georgia,SEC,30
14,14,Armand Membou,Missouri,OT,2025-02-28,11,SAN FRANCISCO 49ERS,Missouri,SEC,30
15,15,Mike Green,Marshall,EDGE,2025-02-28,15,ATLANTA FALCONS,West Virginia,FBS - CUSA,30
16,10,Malaki Starks,Georgia,S,2025-02-28,13,MIAMI DOLPHINS,Georgia,SEC,30
17,11,James Pearce Jr.,Tennessee,EDGE,2025-02-28,N/A,,Tennessee,SEC,30
18,16,Josh Simmons,Ohio State,OT,2025-02-28,26,LOS ANGELES RAMS,Ohio,Big Ten,30
19,19,Walter Nolen,Ole Miss,DL,2025-02-28,17,CINCINNATI BENGALS,Mississippi,SEC,30
20,16,Shemar Stewart,Texas A&M,EDGE,2025-02-28,N/A,,Texas,SEC,30
21,20,Tyler Booker,Alabama,IOL,2025-02-28,25,HOUSTON TEXANS,Alabama,SEC,30
22,11,Luther Burden,Missouri,WR,2025-02-28,20,DENVER BRONCOS,Missouri,SEC,30
23,17,Kenneth Grant,Michigan,DL,2025-02-28,16,ARIZONA CARDINALS,Michigan,Big Ten,30
24,17,Colston Loveland,Michigan,TE,2025-02-28,14,INDIANAPOLIS COLTS,Michigan,Big Ten,30
25,20,Emeka Egbuka,Ohio State,WR,2025-02-28,21,PITTSBURGH STEELERS,Ohio,Big Ten,30
26,25,Jahdae Barron,Texas,CB,2025-02-28,23,GREEN BAY PACKERS,Texas,SEC,25
27,27,Jihaad Campbell,Alabama,LB,2025-02-28,19,TAMPA BAY BUCCANEERS,Alabama,SEC,25
28,27,Josh Conerly Jr.,Oregon,OT,2025-02-28,27,BALTIMORE RAVENS,Oregon,Big Ten,25
29,14,Nic Scourton,Texas A&M,EDGE,2025-02-28,28,DETROIT LIONS,Texas,SEC,25
30,28,Matthew Golden,Texas,WR,2025-02-28,29,WASHINGTON COMMANDERS,Texas,SEC,25
31,23,Derrick Harmon,Oregon,DL,2025-02-28,24,MINNESOTA VIKINGS,Oregon,Big Ten,25
32,31,Nick Emmanwori,South Carolina,S,2025-02-28,30,BUFFALO BILLS,South Carolina,SEC,25
33,33,Grey Zabel,North Dakota State,IOL,2025-02-28,18,SEATTLE SEAHAWKS,North Dakota,FCS,25
34,18,Shavon Revel Jr.,East Carolina,CB,2025-02-28,N/A,,North Carolina,FBS - AAC,25
35,35,Donovan Jackson,Ohio State,IOL,2025-02-28,31,KANSAS CITY CHIEFS,Ohio,Big Ten,25
36,36,Omarion Hampton,North Carolina,RB,2025-02-28,22,LOS ANGELES CHARGERS,North Carolina,ACC,20
37,17,Benjamin Morrison,Notre Dame,CB,2025-02-28,N/A,,Indiana,FBS - Independent,20
38,37,Jaxson Dart,Ole Miss,QB,2025-02-28,N/A,,Mississippi,SEC,20
39,39,Azareye'h Thomas,Florida State,CB,2025-02-28,N/A,,Florida,ACC,20
40,31,Jack Sawyer,Ohio State,EDGE,2025-02-28,N/A,,Ohio,Big Ten,20
41,30,Tyleik Williams,Ohio State,DL,2025-02-28,N/A,,Ohio,Big Ten,20
42,18,Aireontae Ersery,Minnesota,OT,2025-02-28,N/A,,Minnesota,Big Ten,20
43,42,Donovan Ezeiruaku,Boston College,EDGE,2025-02-28,N/A,,Massachusetts,ACC,20
44,44,Darius Alexander,Toledo,DL,2025-02-28,32,PHILADELPHIA EAGLES,Ohio,FBS - MAC,20
45,35,Princely Umanmielen,Ole Miss,EDGE,2025-02-28,N/A,,Mississippi,SEC,20
46,46,TreVeyon Henderson,Ohio State,RB,2025-02-28,N/A,,Ohio,Big Ten,20
47,10,Jalen Milroe,Alabama,QB,2025-02-28,N/A,,Alabama,SEC,20
48,23,Cameron Williams,Texas,OT,2025-02-28,N/A,,Texas,SEC,20
49,34,J.T. Tuimoloau,Ohio State,EDGE,2025-02-28,N/A,,Ohio,Big Ten,20
50,40,Tre Harris,Ole Miss,WR,2025-02-28,N/A,,Mississippi,SEC,20
