Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Cameron Ward,Miami (FL),QB,2025-03-12,1,TENNESSEE TITANS,Florida,ACC,35
2,1,Abdul Carter,Penn State,EDGE,2025-03-12,2,CLEVELAND BROWNS,Pennsylvania,Big Ten,35
3,1,Travis Hunter,Colorado,CB,2025-03-12,3,NEW YORK GIANTS,Colorado,Big 12,35
4,1,Shedeur Sanders,Colorado,QB,2025-03-12,N/A,,Colorado,Big 12,35
5,4,Mason Graham,Michigan,DL,2025-03-12,5,JACKSONVILLE JAGUARS,Michigan,Big Ten,35
6,5,Will Campbell,LSU,OT,2025-03-12,4,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
7,7,Ashton Jeanty,Boise State,RB,2025-03-12,6,LAS VEGAS RAIDERS,Idaho,FBS - Mountain West,35
8,4,Tetairoa McMillan,Arizona,WR,2025-03-12,9,NEW ORLEANS SAINTS,Arizona,Big 12,35
9,9,Armand Membou,Missouri,OT,2025-03-12,N/A,,Missouri,SEC,35
10,4,Will Johnson,Michigan,CB,2025-03-12,11,SAN FRANCISCO 49ERS,Michigan,Big Ten,35
11,10,Tyler Warren,Penn State,TE,2025-03-12,7,NEW YORK JETS,Pennsylvania,Big Ten,30
12,11,Jalon Walker,Georgia,EDGE,2025-03-12,8,CAROLINA PANTHERS,Georgia,SEC,30
13,13,Shemar Stewart,Texas A&M,EDGE,2025-03-12,10,CHICAGO BEARS,Texas,SEC,30
14,9,Kelvin Banks,Texas,OT,2025-03-12,13,MIAMI DOLPHINS,Texas,SEC,30
15,10,Mykel Williams,Georgia,EDGE,2025-03-12,N/A,,Georgia,SEC,30
16,14,Mike Green,Marshall,EDGE,2025-03-12,15,ATLANTA FALCONS,West Virginia,FBS - CUSA,30
17,17,Jahdae Barron,Texas,CB,2025-03-12,23,GREEN BAY PACKERS,Texas,SEC,30
18,17,Colston Loveland,Michigan,TE,2025-03-12,14,INDIANAPOLIS COLTS,Michigan,Big Ten,30
19,11,James Pearce Jr.,Tennessee,EDGE,2025-03-12,27,BALTIMORE RAVENS,Tennessee,SEC,30
20,17,Kenneth Grant,Michigan,DL,2025-03-12,16,ARIZONA CARDINALS,Michigan,Big Ten,30
21,16,Josh Simmons,Ohio State,OT,2025-03-12,29,WASHINGTON COMMANDERS,Ohio,Big Ten,30
22,18,Walter Nolen,Ole Miss,DL,2025-03-12,17,CINCINNATI BENGALS,Mississippi,SEC,30
23,10,Malaki Starks,Georgia,S,2025-03-12,24,MINNESOTA VIKINGS,Georgia,SEC,30
24,20,Tyler Booker,Alabama,IOL,2025-03-12,18,SEATTLE SEAHAWKS,Alabama,SEC,30
25,25,Jihaad Campbell,Alabama,LB,2025-03-12,19,TAMPA BAY BUCCANEERS,Alabama,SEC,30
26,25,Matthew Golden,Texas,WR,2025-03-12,20,DENVER BRONCOS,Texas,SEC,25
27,27,Nick Emmanwori,South Carolina,S,2025-03-12,30,BUFFALO BILLS,South Carolina,SEC,25
28,20,Emeka Egbuka,Ohio State,WR,2025-03-12,21,PITTSBURGH STEELERS,Ohio,Big Ten,25
29,11,Luther Burden,Missouri,WR,2025-03-12,26,LOS ANGELES RAMS,Missouri,SEC,25
30,23,Derrick Harmon,Oregon,DL,2025-03-12,N/A,,Oregon,Big Ten,25
31,31,Omarion Hampton,North Carolina,RB,2025-03-12,12,DALLAS COWBOYS,North Carolina,ACC,25
32,31,Grey Zabel,North Dakota State,IOL,2025-03-12,25,HOUSTON TEXANS,North Dakota,FCS,25
33,33,Donovan Ezeiruaku,Boston College,EDGE,2025-03-12,22,LOS ANGELES CHARGERS,Massachusetts,ACC,25
34,27,Josh Conerly Jr.,Oregon,OT,2025-03-12,31,KANSAS CITY CHIEFS,Oregon,Big Ten,25
35,14,Nic Scourton,Texas A&M,EDGE,2025-03-12,28,DETROIT LIONS,Texas,SEC,25
36,34,Donovan Jackson,Ohio State,IOL,2025-03-12,N/A,,Ohio,Big Ten,20
37,18,Shavon Revel Jr.,East Carolina,CB,2025-03-12,N/A,,North Carolina,FBS - AAC,20
38,36,Jaxson Dart,Ole Miss,QB,2025-03-12,N/A,,Mississippi,SEC,20
39,39,Maxwell Hairston,Kentucky,CB,2025-03-12,N/A,,Kentucky,SEC,20
40,18,Aireontae Ersery,Minnesota,OT,2025-03-12,N/A,,Minnesota,Big Ten,20
41,20,Benjamin Morrison,Notre Dame,CB,2025-03-12,N/A,,Indiana,FBS - Independent,20
42,41,Darius Alexander,Toledo,DL,2025-03-12,32,PHILADELPHIA EAGLES,Ohio,FBS - MAC,20
43,39,Azareye'h Thomas,Florida State,CB,2025-03-12,N/A,,Florida,ACC,20
44,32,Landon Jackson,Arkansas,EDGE,2025-03-12,N/A,,Arkansas,SEC,20
45,44,TreVeyon Henderson,Ohio State,RB,2025-03-12,N/A,,Ohio,Big Ten,20
46,35,Jack Sawyer,Ohio State,EDGE,2025-03-12,N/A,,Ohio,Big Ten,20
47,30,Tyleik Williams,Ohio State,DL,2025-03-12,N/A,,Ohio,Big Ten,20
48,41,Trey Amos,Ole Miss,CB,2025-03-12,N/A,,Mississippi,SEC,20
49,40,Tre Harris,Ole Miss,WR,2025-03-12,N/A,,Mississippi,SEC,20
50,45,Marcus Mbow,Purdue,IOL,2025-03-12,N/A,,Indiana,Big Ten,20
51,51,Mason Taylor,LSU,TE,2025-03-12,N/A,,Louisiana,SEC,20
52,42,Elic Ayomanor,Stanford,WR,2025-03-12,N/A,,California,ACC,20
53,23,Cameron Williams,Texas,OT,2025-03-12,N/A,,Texas,SEC,20
54,10,Jalen Milroe,Alabama,QB,2025-03-12,N/A,,Alabama,SEC,20
55,27,Jonah Savaiinaea,Arizona,IOL,2025-03-12,N/A,,Arizona,Big 12,20
56,49,Quinshon Judkins,Ohio State,RB,2025-03-12,N/A,,Ohio,Big Ten,20
57,35,Princely Umanmielen,Ole Miss,EDGE,2025-03-12,N/A,,Mississippi,SEC,20
58,37,J.T. Tuimoloau,Ohio State,EDGE,2025-03-12,N/A,,Ohio,Big Ten,20
59,55,Alfred Collins,Texas,DL,2025-03-12,N/A,,Texas,SEC,20
60,53,Darien Porter,Iowa State,CB,2025-03-12,N/A,,Iowa,Big 12,15
61,49,Xavier Watts,Notre Dame,S,2025-03-12,N/A,,Indiana,FBS - Independent,15
62,62,Jayden Higgins,Iowa State,WR,2025-03-12,N/A,,Iowa,Big 12,15
63,57,Elijah Arroyo,Miami (FL),TE,2025-03-12,N/A,,Florida,ACC,15
64,62,Carson Schwesinger,UCLA,LB,2025-03-12,N/A,,California,Big Ten,15
65,42,Kaleb Johnson,Iowa,RB,2025-03-12,,,Iowa,Big Ten,15
66,34,Quinn Ewers,Texas,QB,2025-03-12,,,Texas,SEC,15
67,54,Tate Ratledge,Georgia,IOL,2025-03-12,,,Georgia,SEC,15
68,66,Jaylin Noel,Iowa State,WR,2025-03-12,,,Iowa,Big 12,15
69,45,T.J. Sanders,South Carolina,DL,2025-03-12,,,South Carolina,SEC,15
70,68,Jack Bech,TCU,WR,2025-03-12,,,Texas,Big 12,15
71,48,Harold Fannin Jr.,Bowling Green,TE,2025-03-12,,,Ohio,FBS - MAC,10
72,72,Jordan Burch,Oregon,EDGE,2025-03-12,,,Oregon,Big Ten,10
73,21,Isaiah Bond,Texas,WR,2025-03-12,,,Texas,SEC,10
74,58,Josaiah Stewart,Michigan,EDGE,2025-03-12,,,Michigan,Big Ten,10
75,73,Joshua Farmer,Florida State,DL,2025-03-12,,,Florida,ACC,10
76,25,Deone Walker,Kentucky,DL,2025-03-12,,,Kentucky,SEC,10
77,53,Kyle Kennard,South Carolina,EDGE,2025-03-12,,,South Carolina,SEC,10
78,58,Omarr Norman-Lott,Tennessee,DL,2025-03-12,,,Tennessee,SEC,10
79,53,Jalen Royals,Utah State,WR,2025-03-12,,,Utah,FBS - Mountain West,10
