Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Marvin Harrison Jr.,Ohio State,WR,2023-11-17,4,ARIZONA CARDINALS,Ohio,Big Ten,35
2,1,Drake Maye,North Carolina,QB,2023-11-17,2,NEW YORK GIANTS,North Carolina,ACC,35
3,1,Caleb Williams,USC,QB,2023-11-17,1,CHICAGO BEARS,California,Pac 12,35
4,4,Olumuyiwa Fashanu,Penn State,OT,2023-11-17,3,NEW ENGLAND PATRIOTS,Pennsylvania,Big Ten,35
5,3,Brock Bowers,Georgia,TE,2023-11-17,7,LOS ANGELES RAMS,Georgia,SEC,35
6,5,Dallas Turner,Alabama,EDGE,2023-11-17,20,ARIZONA CARDINALS,Alabama,SEC,35
7,4,Kool-Aid McKinstry,Alabama,CB,2023-11-17,14,LOS ANGELES CHARGERS,Alabama,SEC,35
8,2,Joe Alt,Notre Dame,OT,2023-11-17,6,GREEN BAY PACKERS,Indiana,FBS - Independent,35
9,9,Laiatu Latu,UCLA,EDGE,2023-11-17,5,CHICAGO BEARS,California,Pac 12,35
10,9,Keon Coleman,Florida State,WR,2023-11-17,N/A,,Florida,ACC,35
11,4,Jared Verse,Florida State,EDGE,2023-11-17,9,ATLANTA FALCONS,Florida,ACC,30
12,7,Malik Nabers,LSU,WR,2023-11-17,8,TENNESSEE TITANS,Louisiana,SEC,30
13,8,Jer'Zhan Newton,Illinois,DL,2023-11-17,13,DENVER BRONCOS,Illinois,Big Ten,30
14,9,Cooper DeJean,Iowa,CB,2023-11-17,17,BUFFALO BILLS,Iowa,Big Ten,30
15,12,Demeioun Robinson,Penn State,EDGE,2023-11-17,N/A,,Pennsylvania,Big Ten,30
16,9,J.C. Latham,Alabama,OT,2023-11-17,12,NEW YORK JETS,Alabama,SEC,30
17,14,Rome Odunze,Washington,WR,2023-11-17,15,INDIANAPOLIS COLTS,Washington,Pac 12,30
18,18,Nate Wiggins,Clemson,CB,2023-11-17,19,NEW ORLEANS SAINTS,South Carolina,ACC,30
19,1,Emeka Egbuka,Ohio State,WR,2023-11-17,18,CINCINNATI BENGALS,Ohio,Big Ten,30
20,16,Amarius Mims,Georgia,OT,2023-11-17,N/A,,Georgia,SEC,30
21,7,Kalen King,Penn State,CB,2023-11-17,23,PITTSBURGH STEELERS,Pennsylvania,Big Ten,30
22,19,J.J. McCarthy,Michigan,QB,2023-11-17,11,TAMPA BAY BUCCANEERS,Michigan,Big Ten,30
23,9,J.T. Tuimoloau,Ohio State,EDGE,2023-11-17,N/A,,Ohio,Big Ten,30
24,23,Taliese Fuaga,Oregon State,OT,2023-11-17,10,WASHINGTON COMMANDERS,Oregon,Pac 12,30
